岗位ID,岗位名称,公司,城市,一级簇号,一级簇名,二级簇名
J6494,外贸业务员（西班牙语）,浙江巨美家科技股份有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6495,快消品渠道经理,威海松龄诺可佳中药饮片股份有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6496,研发工程师（合成生物和结构生物学方向）,湘雅生物医药(湖州)有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6497,过程质量工程师,宁波信泰机械有限公司,湖州,3,软件测试（信号测试、安全测试）,—
J6498,产品研发经理,美丽健乳业集团有限公司,湖州,6,产品/项目管理（国内市场、需求分析）,—
J6499,ie工程师,浙江莱宝显示科技有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6500,动力主管 （电气自动化）,浙江亿邦通信科技股份有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6501,销售主管/销售工程师,浙江玉龙车业有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6502,高级药化研究员,浙江径科医药有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6503,财务经理,北京文达思源信息技术有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6504,审计部部长（工业品行业）,上海磁建实业有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6505,财务经理,浙江锐鼎金工科技有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6506,高级IE工程师,永艺股份,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6507,包材采购经理（包材专家）,乐源健康科技(湖州)有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6508,财务经理,杭州口腔医院集团南浔口腔门诊部有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6509,新媒体运营,湖州嘉信财务咨询有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6510,机械工程师,英瓦曼德起重设备(上海)有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6511,主办会计,杭州中嘉建设工程有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6512,销售内勤文员,浙江世佳科技股份有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6513,财务主管/主办会计,浙江丰帆数控机械有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6514,财务会计,浙江瑞特良微电子材料股份有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6515,医药代表,威海松龄诺可佳中药饮片股份有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6516,AI工程师,中国移动通信集团浙江有限公司湖州分公司,湖州,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J6517,视觉算法/光学工程师,马丁科瑞电子科技(浙江)有限公司,湖州,7,算法/人工智能（智能驾驶、传感器融合）,—
J6518,视觉应用工程师,浙江三信机电工程有限公司,湖州,7,算法/人工智能（智能驾驶、传感器融合）,—
J6519,雷达算法工程师,浙江兆弟控股有限公司,湖州,7,算法/人工智能（智能驾驶、传感器融合）,—
J6520,规划控制算法工程师（智能叉车/工业车辆方向）,浙江舜泰汽车有限公司,湖州,7,算法/人工智能（智能驾驶、传感器融合）,—
J6521,遥控操作系统工程师,三一集团有限公司,湖州,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6522,IT工程师(A102058),安庆英科医疗有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6523,软件测试工程师（it培养）,天阳科技,安庆,3,软件测试（信号测试、安全测试）,—
J6524,AI应用开发工程师,安徽华茂集团有限公司,安庆,4,后端开发（hibernate、linux开发）,—
J6525,对日开发初级技术员到项目经理的全职位招聘,株式会社ProfaceSystems,安庆,6,产品/项目管理（国内市场、需求分析）,—
J6526,软件算法工程师,安徽瑞林精科股份有限公司,安庆,7,算法/人工智能（智能驾驶、传感器融合）,—
J6527,IT运维工程师,安庆瑞泰汽车零部件有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6528,软件工程师,安徽北斗智航科技有限公司,安庆,4,后端开发（hibernate、linux开发）,—
J6529,it工程师,合肥力翔电池科技有限责任公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6530,AI 实施工程师（跨境/电商）,安徽金枪鱼网络科技有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6531,资深IT工程师,安徽思伟奇智能科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,Java/后端（spring、mybatis）
J6532,软件测试工程师（it培养）,天阳科技,安庆,3,软件测试（信号测试、安全测试）,—
J6533,数据训练师2027届（在福建福州上班）可签三方协议,福州云之景科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6534,运维工程师,安徽乾圆科技有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6535,辅助驾驶数据实习生（在福建福州上班）2027届,福州云之景科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6536,校招-硬件运维工程师,安庆英科医疗有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6537,药店渠道医药代表,和仁同康医疗器械有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6538,软件测试工程师（it培养）,天阳科技,安庆,3,软件测试（信号测试、安全测试）,—
J6539,电商采销经理,安庆市尧乾文化传媒有限责任公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6540,售后服务工程师,经纬纺织机械股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6541,光跳线产品开发工程师,合肥兴联通讯有限公司,安庆,4,后端开发（hibernate、linux开发）,—
J6542,汽车项目管理工程师 驱动电机方向,安徽实日驱动科技有限公司,安庆,5,嵌入式/硬件（rtos、32位单片机）,—
J6543,产品开发工程师,安庆市恒瑞达汽车零部件制造有限公司,安庆,4,后端开发（hibernate、linux开发）,—
J6544,初级测试工程师,天阳科技,安庆,3,软件测试（信号测试、安全测试）,—
J6545,新能源驱动电机工艺工程师,安徽实日驱动科技有限公司,安庆,5,嵌入式/硬件（rtos、32位单片机）,—
J6546,产品开发工程师,安庆市恒瑞达汽车零部件制造有限公司,安庆,4,后端开发（hibernate、linux开发）,—
J6547,QE工程师,桐城信邦电子有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6548,质量管理,安庆市中创工程技术有限责任公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6549,品质工程师,会通新材料股份有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6550,品质工程师,国轩高科股份有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6551,质量工程师,芜湖毅昌科技有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6552,品质专员,安庆英科医疗有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6553,质量工程师,芜湖亚奇汽车部件有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6554,质量副经理,安徽中核桐源科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6555,品质检验工程师 Quality Engineer / I…,广州威标商品检测技术服务有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6556,车载摄像头测试工程师,安徽荣徽科技有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6557,质量经理,艾坚蒙(安庆)科技发展有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,质量检验（qa、qc）
J6558,品质部经理,微五科技(安徽)有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6559,品质工程师,安徽乾圆科技有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6560,质量主管,上海飞凯材料科技股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6561,质量工程师,安徽瑞林精科股份有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6562,质量技术工程师(二级公司-中船安柴),中船动力(集团)有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,质量检验（qa、qc）
J6563,品质工程师,合肥力翔电池科技有限责任公司,安庆,3,软件测试（信号测试、安全测试）,—
J6564,质量工程师,安徽相达轻合金科技有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6565,质量工程师,祥瑞利尔(青岛)智能装备有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6566,品控主管（双休）,青岛凯盛浩丰智慧农业科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6567,品控类岗位 （专员/主管）,广东爱健康农牧集团有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6568,质量工程师,北京威亚新材料股份有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6569,品质,会通新材料股份有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6570,品控/品质主管,安徽康味然食品科技有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6571,食品品控经理,上海元湃生物科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,质量检验（qa、qc）
J6572,品质管理(A93779),安庆英科医疗有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6573,客户质量工程师,国轩高科股份有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6574,品质经理,安徽联盈控电子科技有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6575,品管部经理,四川圣迪乐村生态食品股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,质量检验（qa、qc）
J6576,质检员五险一金,安庆新泉汽车零部件有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6577,电气工程师助理,安徽亿思特通信股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,电子/半导体/设备（测试、自动化设计）
J6578,化工实验室技术员,安徽菲力姆科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6579,检测员,安徽乾圆科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6580,电气工程师,普迈仕精密技术(安徽)有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,电子/半导体/设备（测试、自动化设计）
J6581,电气工程师,安庆经翰绿色建筑材料有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,电子/半导体/设备（测试、自动化设计）
J6582,实验室工程师,安徽思伟奇智能科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6583,质量经理/总监,国轩高科股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6584,绩效质量工程师,国轩高科股份有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6585,制程与产品可靠性管理（PQE）,安徽荣徽科技有限公司,安庆,6,产品/项目管理（国内市场、需求分析）,—
J6586,清洁度质量管理,国轩高科股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6587,质量主任工程师/高级质量经理,安徽瑞林精科股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6588,质量主管,祥瑞利尔(青岛)智能装备有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6589,质量保证工程师,上海飞凯材料科技股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,质量检验（qa、qc）
J6590,品质经理,安徽乾圆科技有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6591,品质工程师,安徽乾圆科技有限公司,安庆,3,软件测试（信号测试、安全测试）,—
J6592,客户质量与持续改进（CQE）,安徽荣徽科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6593,品控总监（五险一金）,安徽康味然食品科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6594,品质主管/经理,合肥力翔电池科技有限责任公司,安庆,3,软件测试（信号测试、安全测试）,—
J6595,自动化工程师,安庆英科医疗有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,电子/半导体/设备（测试、自动化设计）
J6596,通信网络维护专员,中智(安徽)科技服务有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6597,高薪运维技术员（安庆）,南京贝毅环保科技有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6598,设备运维工程师,圆通速递有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6599,水质监测运维工程师（安徽安庆）,广西先得环保科技有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6600,设备运维专员,安徽富通环保节能科技股份有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6601,皖鄂渝风电运维工程师,常州圣轩风电科技有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6602,化工厂人员定位系统技术支持工程师,青岛安然物联网科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6603,污染源环保在线仪表运维人员,南京杰思尔环保智能科技有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6604,招聘电工,山东国信电力科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6605,急招普工/操作工-加班费-四人间,蓝岗无虑企业管理咨询服务(重庆)有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6606,桌面工程师（安庆）,源晨动力,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6607,系统工程师,安徽京桥智能工程有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6608,招电工-优秀员工奖-包午餐,安徽荣徽科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6609,招普工/操作工 五险一金,合肥中科科乐新材料有限责任公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6610,高薪运维技术员（安庆怀宁）,南京贝毅环保科技有限公司,安庆,1,运维/云与网络（分布式电站、空调工程）,—
J6611,调度员,京东集团,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6612,销售助理,安徽敬同药业股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6613,生产助理,洽洽食品股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6614,生产统计员,安徽瑞程机械设备有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J6615,统计员,安徽成飞集成瑞鹄汽车模具有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J6616,运营专员,安徽尤品新材料有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6617,生产文员,合肥力翔电池科技有限责任公司,安庆,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J6618,国内电商运营,安徽映天健康科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6619,后勤主管 (食堂管理 国企-万人汽车工厂）,振宜汽车有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6620,三坐标检验员,宁波可挺汽车零部件有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6621,抖音店铺运营专员,安庆市尧乾文化传媒有限责任公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6622,项目经理,安庆瑞泰汽车零部件有限公司,安庆,6,产品/项目管理（国内市场、需求分析）,—
J6623,新媒体运营,宿松县融核台球俱乐部(个体工商户),安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6624,（安庆）营销管培生 (MJ011563),烟台欣和企业食品有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6625,新媒体运营,安庆目青西生物科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6626,急招锅炉工-月入6000,安徽柏晨新材料科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6627,仓库经理（安庆项目）,浙江罗兵云仓科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6628,tob物流销售,京东集团,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6629,生产文员,安徽瑞程机械设备有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6630,大专,怀宁县永丰超市有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6631,原料采购(J10148),宁波申洲针织有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6632,外贸助理,上海耀勘化工有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6633,生产专员,安徽映天健康科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6634,食堂管理行政专员,振宜汽车有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6635,生产订单计划员,安庆汇通汽车部件股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6636,蔚来乐道汽车销售,上海蔚来汽车有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6637,仓库账务组长,广东冠盛新材料股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6638,焊接工艺工程师,安徽大洋机械制造有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6639,销售内勤跟单,安徽相达轻合金科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6640,分析实验员,安庆新核源医药科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6641,物控计划主管,安徽中环控股集团有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6642,抖音商务专员,安庆市一行电子商务有限责任公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6643,生产计划主管,安庆瑞泰汽车零部件有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6644,项目经理（汽车行业）,安徽荣徽科技有限公司,安庆,6,产品/项目管理（国内市场、需求分析）,—
J6645,跨境电商运营,安徽创诺医疗器械有限责任公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6646,化学分析主管,安徽泽升科技股份有限公司上海分公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6647,物流主管,沈阳金杯锦恒汽车安全系统有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6648,新媒体运营,安徽瑞尔鑫防护用品有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6649,人力经理,国科能源技术创新中心(合肥)有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6650,【芜湖】物流规划（安庆基地） (MJ000666),芜湖达敖汽车智能底盘系统有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6651,成本员,振宜汽车有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6652,高薪聘永丰超市管理干部,怀宁县永丰超市有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6653,工艺工程师（侧重焊接）,宁波可挺汽车零部件有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6654,财务主管,安徽联盈控电子科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6655,物流经理,芜湖市常春汽车内饰件有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6656,短视频运营,安庆时代机器人科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6657,分析项目负责人,安庆新核源医药科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6658,电商全渠道平台运营与策划+高提成+社保+工作餐,安徽果不离生物科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6659,工艺员（安庆/鹤壁）两班倒,上海回天新材料有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6660,生产经理,凌云工业股份(芜湖)有限公司安庆分公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6661,园区业务销售专家,传化物流,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6662,TPM工程师,国轩高科股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6663,人力资源经理 （五险+食宿）,安徽省青园工贸有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6664,电话销售 不加班精准数据,杭州惠远众兴数字科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6665,成本会计主管,芜湖红方包装科技股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6666,工艺工程师,安徽乾圆科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6667,冲压工艺工程师,安徽大洋机械制造有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6668,工厂成本会计,安徽尤品新材料有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6669,蔚来顾问实习生,上海蔚来汽车有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6670,财务主管,雨润集团,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6671,成本会计,沈阳金杯锦恒汽车安全系统有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6672,高级人力资源专员（舆情/员工管理/绩效方向）,振宜汽车有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6673,风资源工程师,杭州睿匠人才服务有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6674,高薪聘永丰超市生鲜采购主管,怀宁县永丰超市有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6675,财务部长,安徽瑞林精科股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6676,区域销售经理-V7648O,京东集团,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6677,高分子材料研发工程师,安庆英科医疗有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6678,材料员光伏风电项目,四川康乾禹硕建设工程有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6679,省区销售总监-安庆(J10158),旺旺集团,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6680,体系工程师,北京威亚新材料股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6681,汽配厂质量体系工程师,凌云工业股份(芜湖)有限公司安庆分公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6682,市场经理5-10K+社保缴纳+法定节假日,日照瑞弘嘉信息技术有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6683,主办会计,安庆明邦财务咨询有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6684,人事经理（异地招聘）,安徽菁科生物科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6685,驻外会计,安徽康味然食品科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6686,医药代表,江苏恒瑞医药股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6687,车间班组长,安庆经翰绿色建筑材料有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6688,工艺主管,国科能源技术创新中心(合肥)有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6689,销售代表（安庆） (MJ011739),烟台欣和企业食品有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6690,薪酬考勤专员（国企直招）,振宜汽车有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6691,电芯工艺工程师,国轩高科股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6692,零售代表（安徽安庆/铜陵/池州）,神威药业集团,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6693,成本会计,沈阳金杯锦恒汽车安全系统有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6694,出纳,安徽不凡智造科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J6695,动销经理（特医奶粉/安庆）,宜品营养健康食品(青岛)集团股份有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J6696,总账会计+社保+工作餐,安徽果不离生物科技有限公司,安庆,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
